Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
80,"S Cano-Ortiz, P Pascual-Muñoz…","Machine learning algorithms for monitoring pavement performance",2022,"Automation in …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0926580522001820","https://scholar.google.com/scholar?cites=14527783450008232089&as_sdt=2005&sciodt=0,5&hl=en",498,"2025-02-25 15:34:16","HTML","","","",,,,,80,26.67,27,3,3,"… to the data collection methods: images, ground penetrating radar (GPR), laser and optic fiber… for image binary classification (rutting and non-rutting categories) where model optimization …","https://www.sciencedirect.com/science/article/pii/S0926580522001820","https://scholar.google.com/scholar?q=related:mSCKhxMOnckJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
5,"ZS Brecheisen","Macro to micro legacies of landuse at the Calhoun Critical Zone Observatory",2018,"","search.proquest.com","https://search.proquest.com/openview/22559a9921947f43c3e20857f5e4815b/1?pq-origsite=gscholar&cbl=18750","https://scholar.google.com/scholar?cites=3918201334732508240&as_sdt=2005&sciodt=0,5&hl=en",325,"2025-02-25 15:34:16","","","","",,,,,5,0.71,5,1,7,"… believed to have never been clear-cut or plowed. These rare … aerial photography, contemporary remote sensing data, and … -field secondary forest soils in terms of forest aboveground …","https://dukespace.lib.duke.edu/items/3a667fb9-02b6-4c7e-8fb6-febca19f5665","https://scholar.google.com/scholar?q=related:UEwxu1o_YDYJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"KM Kassim, M Umer","Magmatic Rifting &Active Volcanism",,"see.leeds.ac.uk","","https://see.leeds.ac.uk/afar/new-afar/conference/conference-assets/Abstract_vol.pdf","",968,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,2,,"… From structural and remote sensing datasets, the Tadjoura … precipitation highs and dense tropical forests in these areas. … graben, produced widespread ground deformation. Numerous …","https://see.leeds.ac.uk/afar/new-afar/conference/conference-assets/Abstract_vol.pdf","https://scholar.google.com/scholar?q=related:hRs5wLlVMgQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"MC Staff","Maine Campus February 29 1984",1984,"","digitalcommons.library.umaine.edu","https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=2560&context=mainecampus","",977,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,41,"… Chemicals that have been applied to crops have a much more longer lasting effect on soil and … on Maine's forests. The Maine Forest Service decided to double its use of the biological …","https://digitalcommons.library.umaine.edu/cgi/viewcontent.cgi?article=2560&context=mainecampus","https://scholar.google.com/scholar?q=related:QEySvYIQwBUJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"B ISA","Major Accomplishments",,"repository.cimmyt.org","","https://repository.cimmyt.org/bitstream/10883/4198/1/99742.pdf","",816,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,1,,"… (presently compact soils through 4 ruts in each pass), inability … of the cut/grazed wheat cultivars in Typic Haplustert black soil of … On the basis of remote sensing data it will be quite safe to …","https://repository.cimmyt.org/bitstream/10883/4198/1/99742.pdf","https://scholar.google.com/scholar?q=related:7XTBwpPDv5sJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"JA Domínguez-Núñez, JA Oliet","Management of mushroom resources in Spanish forests: a review",2023,"Forestry","academic.oup.com","https://academic.oup.com/forestry/article-abstract/96/2/135/6677123","https://scholar.google.com/scholar?cites=1635382933452784576&as_sdt=2005&sciodt=0,5&hl=en",378,"2025-02-25 15:34:16","","","","",,,,,2,1.00,1,2,2,"… Recently, the use of remote sensing data with high … regeneration of the forest stand; in Spain, clear-cutting and shelterwood … Retained trees at logging sites can provide a ‘lifeline’ for soil …","https://academic.oup.com/forestry/article-pdf/96/2/135/49572569/cpac031.pdf","https://scholar.google.com/scholar?q=related:wIMwBB0MshYJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"DL BERGMAN, JL BELANT","MANAGING HUMAN-WILDLIFE CONFLICTS ON THE “HARD EDGES” SYMPOSIUM AND PANEL DISCUSSION",2012,"IVth International Wildlife Management …","academia.edu","https://www.academia.edu/download/31619360/Lucherini_2013_IWMC_4th_Proceeding_COMPLETED.pdf#page=85","",708,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,2,13,"… the impact of forestry. We determined how habitat selection and forestry activity differ between … and logging roads. Besides humans, predators of woodland caribou included lynx ( Lynx …","https://www.academia.edu/download/31619360/Lucherini_2013_IWMC_4th_Proceeding_COMPLETED.pdf#page=85","https://scholar.google.com/scholar?q=related:cY-NO-Yi8QYJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"S Roturier","Managing reindeer lichen during forest regeneration procedures",2009,"Acta Universitatis Agriculturae Sueciae","pub.epsilon.slu.se","https://pub.epsilon.slu.se/id/eprint/2203/contents","https://scholar.google.com/scholar?cites=17930426218319510923&as_sdt=2005&sciodt=0,5&hl=en",335,"2025-02-25 15:34:16","PDF","","","",,,,,1,0.06,1,1,16,"… History of forests use for logging in northern Sweden The … in old growth forests to a clear-cutting system with shorter … restoring reindeer lichen after forest soil scarification were published …","https://pub.epsilon.slu.se/id/eprint/2203/contents","https://scholar.google.com/scholar?q=related:i_1IZqWr1fgJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
30,"S Roturier","Managing reindeer lichen during forest regeneration procedures: linking Sámi Herders' knowledge and forestry",2009,"","theses.hal.science","https://theses.hal.science/tel-00483086/","https://scholar.google.com/scholar?cites=2623919181901867537&as_sdt=2005&sciodt=0,5&hl=en",253,"2025-02-25 15:34:16","","","","",,,,,30,1.88,30,1,16,"… History of forests use for logging in northern Sweden The … in old growth forests to a clear-cutting system with shorter … restoring reindeer lichen after forest soil scarification were published …","https://theses.hal.science/tel-00483086/file/PhD-Thesis.pdf","https://scholar.google.com/scholar?q=related:ESqYBJgIaiQJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
11,"P Sibley, A Gordon","Managing Riparian Forests. A Decision Support System",2010,"","era.library.ualberta.ca","https://era.library.ualberta.ca/items/a8ecb3e4-065b-4dea-b286-273fe316c115/download/8543adc1-727d-4f7c-9e38-8a8c06ebc380","https://scholar.google.com/scholar?cites=6265872393354628025&as_sdt=2005&sciodt=0,5&hl=en",447,"2025-02-25 15:34:16","PDF","","","",,,,,11,0.73,6,2,15,"… used in forest management such as slope and soil structure, … ), collection and measurement, remote sensing and modeling. In … in adjacent upland areas of a cut-block. Returning to a …","https://era.library.ualberta.ca/items/a8ecb3e4-065b-4dea-b286-273fe316c115/download/8543adc1-727d-4f7c-9e38-8a8c06ebc380","https://scholar.google.com/scholar?q=related:uUvUZb7Z9FYJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"B Self, J Kushla, M Measells, J Auel, S Tanger…","Managing the Family Forest in Mississippi",,"extension.msstate.edu","","https://extension.msstate.edu/publications/publications/managing-the-family-forest-mississippi?page=7","",438,"2025-02-25 15:34:16","HTML","","","",,,,,0,0.00,0,6,,"… applied to logging debris, vegetation, the forest floor, or soil to … , poor drainage, compaction, and rutting. Since mechanical site … The clear-cuts are also large enough to use as log decks …","https://extension.msstate.edu/publications/publications/managing-the-family-forest-mississippi?page=7","https://scholar.google.com/scholar?q=related:x3hKH7bOYy8J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"R Zamora, AJ Pérez-Luque, JE Granados…","Managing the uniqueness of sierra nevada ecosystems under global change: The value of in situ scientific research",2022,"The Landscape of the …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-94219-9_20","https://scholar.google.com/scholar?cites=15956199876991621715&as_sdt=2005&sciodt=0,5&hl=en",604,"2025-02-25 15:34:16","","10.1007/978-3-030-94219-9_20","","",,,,,1,0.33,0,4,3,"… , since it eliminates the surface layer of soil that contains organic matter and the seed bank. … of post-fire salvage logging in cooperation with the local forest service of the National Park (…","","https://scholar.google.com/scholar?q=related:U5o3oT_Pb90J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
19,"KD Rothley","Manipulative, multi-standard test of a white-tailed deer habitat suitability model",2001,"The Journal of wildlife management","JSTOR","https://www.jstor.org/stable/3803044","https://scholar.google.com/scholar?cites=16825798503658644601&as_sdt=2005&sciodt=0,5&hl=en",630,"2025-02-25 15:34:16","","","","",,,,,19,0.79,19,1,24,"… I conducted this study in a boreal forest managed for timber … In sites where logging activities had been conducted or were … -group abundance through ground-based (forest floor) surveys. …","https://www.jstor.org/stable/pdf/3803044.pdf","https://scholar.google.com/scholar?q=related:eWTfmJc-gekJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"CD Rosenbaum","Mapping and Analysis of the Rio Chama Landslide and Evaluation of Regional Landslide Susceptibility, Archuleta County, Colorado",2017,"","search.proquest.com","https://search.proquest.com/openview/fb32546f27f7ccc61daacad5315bf1e4/1?pq-origsite=gscholar&cbl=18750","",868,"2025-02-25 15:34:16","BOOK","","","",,,,,0,0.00,0,1,8,"… methods such as drainage and soil nails and anchors. … and have significantly damaged Forest Service Road 121, … support the evidence in historical remote sensing imagery that the Rio …","","https://scholar.google.com/scholar?q=related:vSpok4qyBQ4J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
2,"K McMillan","Mapping and characterization of the Upper Lake Agassiz beaches along the Manitoba Escarpment between the international border and the Assiniboine River",2006,"","mspace.lib.umanitoba.ca","https://mspace.lib.umanitoba.ca/handle/1993/7941","https://scholar.google.com/scholar?cites=2223094088560629878&as_sdt=2005&sciodt=0,5&hl=en",890,"2025-02-25 15:34:16","","","","",,,,,2,0.11,2,1,19,"… and remote sensing have … and soils maps and reports were integrated with the map of shoreline features; representative well-logs from this study and pertinent provincial water well logs …","https://mspace.lib.umanitoba.ca/bitstreams/9c791a16-2814-48a2-876e-19fd04a06676/download","https://scholar.google.com/scholar?q=related:dljtiksE2h4J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"BA Gebreegziabher","Mapping road pavement quality from optical satellite imagery using machine learning",2021,"","essay.utwente.nl","http://essay.utwente.nl/89012/","https://scholar.google.com/scholar?cites=7828483041017985085&as_sdt=2005&sciodt=0,5&hl=en",637,"2025-02-25 15:34:16","","","","",,,,,1,0.25,1,1,4,"… -based methods for road quality monitoring, remote sensing … Through remote sensing, it is possible to collect ground … such as random forest (RF) took the focus in remote sensing data …","http://essay.utwente.nl/89012/1/gebreegziabher.pdf","https://scholar.google.com/scholar?q=related:PfgLRtlbpGwJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"GJ McDermid, I Terentieva, XY Chan","Mapping Trails and Tracks in the Boreal Forest using LiDAR and Convolutional Neural Networks",2025,"","preprints.org","https://www.preprints.org/frontend/manuscript/de2b2741af6c014a572ca100e8cd482a/download_pub","",43,"2025-02-25 15:34:16","PDF","","","",,,,,0,0.00,0,3,1,"… between the three remote-sensing datasets used in this study: … mechanical forest-harvest machines in Norwegian cut blocks … of forest soil compaction and organic matter removal on soil …","https://www.preprints.org/frontend/manuscript/de2b2741af6c014a572ca100e8cd482a/download_pub","https://scholar.google.com/scholar?q=related:hJ9Xc-vD-fkJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
11,"S Bhatnagar, S Puliti, B Talbot, JB Heppelmann…","Mapping wheel-ruts from timber harvesting operations using deep learning techniques in drone imagery",2022,"Forestry","academic.oup.com","https://academic.oup.com/forestry/article-abstract/95/5/698/6627280","https://scholar.google.com/scholar?cites=958885376632478992&as_sdt=2005&sciodt=0,5&hl=en",22,"2025-02-25 15:34:16","","","","",,,,,11,3.67,2,5,3,"… impact on soils, wheel ruts can occur when forest operations … the automated detection of wheel ruts caused by cut-to-length … images in terms of wood logs, branches and other harvest …","https://academic.oup.com/forestry/article/95/5/698/6627280","https://scholar.google.com/scholar?q=related:EN1-biulTg0J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
4,"I Hanson","Mass Graves: The Forensic Investigation of the Deaths, Destruction and Deletion of Communities and Their Heritage",2023,"The Historic Environment: Policy &Practice","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/17567505.2023.2251228","https://scholar.google.com/scholar?cites=2042763788114243362&as_sdt=2005&sciodt=0,5&hl=en",672,"2025-02-25 15:34:16","","10.1080/17567505.2023.2251228","","",,,,,4,2.00,4,1,2,"… in large mass graves in Katyn forest, near Smolensk in Russia. … The signatures of ground disturbance indicated by the light … Similarly, research assessed the potential for remote sensing …","","https://scholar.google.com/scholar?q=related:Iq-UntdaWRwJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
1,"J Dieu, RA Hook, T Tribes, G Stewart…","Mass Wasting Prescription-Scale Effectiveness Monitoring Project (Post-Mortem)",2008,"… Department of Natural …","dnr.wa.gov","https://www.dnr.wa.gov/publications/fp_cmer_mass_wasting_proj.pdf","https://scholar.google.com/scholar?cites=14447520912165451605&as_sdt=2005&sciodt=0,5&hl=en",337,"2025-02-25 15:34:16","PDF","","","",,,,,1,0.06,0,5,17,"… ) has been designed to determine if the Forests &Fish Rules - including rules for harvest on … normally cut from the leave area to allow log passage. Depending on the number of trees cut…","https://www.dnr.wa.gov/publications/fp_cmer_mass_wasting_proj.pdf","https://scholar.google.com/scholar?q=related:VTemLrnnf8gJ:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
0,"H Kainulainen, A Raatevaara, E Holmström, P Anttila…","Measuring forest machine rut depth using inexpensive remote sensing methods: A case study in Finland",2024,"","jukuri.luke.fi","https://jukuri.luke.fi/handle/10024/554671","",16,"2025-02-25 15:34:16","","","","",,,,,0,0.00,0,5,1,"… There were no logging residues on the ruts, which made the … rut was designated as the level of the undisturbed ground at … profile or the remote sensing profile was typically cut off from …","https://jukuri.luke.fi/bitstream/handle/10024/554671/luke-luobio_8_2024.pdf?sequence=1","https://scholar.google.com/scholar?q=related:0r74mW63ir0J:scholar.google.com/&scioq=*forest*+soil*+log*%7C*cut*%7Charvest*%7Ctimber%7Cfire%7Cinsect*%7Cwindthrow+degradation%7Cdisturbance%7Cerosion%7Ccompaction%7C*rut*+%22remote+sensing%22&hl=en&as_sdt=0,5"
